country_name_x,year,mental_health_value,indicator_code,country_name_matched,country_name_y,GDP_per_capita,School_enrollment,Unemployment
SUR,2019,41.98169413,MH_12,Suriname,Suriname,6629.66775248603,79.72026252508348,7.755
UZB,2000,17.73965352,MH_12,Uzbekistan,Uzbekistan,555.149231099186,85.3468933105469,12.301
TUR,2008,1.210715983,MH_12,Turkiye,Turkiye,10913.4079047769,89.0569686889648,10.965
AFR,2000,11.84661677,MH_12,Central African Republic,Central African Republic,239.154133726071,79.72026252508348,5.722
TUN,2001,2.211152526,MH_12,Tunisia,Tunisia,2235.71981624751,74.8093338012695,14.4
AFG,2019,3.847630705,MH_12,Afghanistan,Afghanistan,496.6025042585,79.72026252508348,11.187
SLE,2013,6.748457928,MH_12,Isle of Man,Isle of Man,83207.6588430451,79.72026252508348,7.757837937420643
ALB,2018,4.197714216,MH_12,Albania,Albania,5897.65452588774,98.822387862215,12.304
LAO,2008,3.399983378,MH_12,Lao PDR,Lao PDR,885.747376088762,44.126880645752,0.944
KOR,2013,24.28632662,MH_12,"Korea, Dem. People's Rep.","Korea, Dem. People's Rep.",14722.823314233625,79.72026252508348,3.567
GHA,2014,14.7832161,MH_12,Afghanistan,Afghanistan,625.054941813938,54.2936515808105,7.915
BRA,2020,6.360248193,MH_12,Brazil,Brazil,7074.19407495707,104.125999450684,13.697
UKR,2007,45.38657634,MH_12,Ukraine,Ukraine,3160.32763671875,97.6914291381836,6.351
EUR,2021,4.286260192,MH_12,Euro area,Euro area,42984.5697414154,108.488922119141,7.74091996942336
AFR,2013,11.14617876,MH_12,Central African Republic,Central African Republic,364.36696260838,79.72026252508348,5.566
CHE,2003,19.65263275,MH_12,Seychelles,Seychelles,9070.28460757013,75.9402694702148,7.757837937420643
MEX,2000,1.168510044,MH_12,Mexico,Mexico,7524.0271380091,71.1195831298828,2.646
QAT,2006,2.648512188,MH_12,Qatar,Qatar,62582.4453138755,91.3522491455078,0.87
KIR,2001,37.81872545,MH_12,Kiribati,Kiribati,718.833787096781,76.2893295288086,7.757837937420643
RWA,2001,23.4333555,MH_12,Norway,Norway,38601.897639231,114.568199157715,3.738
ECU,2019,13.66991005,MH_12,Ecuador,Ecuador,6205.05765246766,93.8371637137576,3.812
AUS,2015,12.27775895,MH_12,Australia,Australia,56970.3613028094,159.110763549805,6.055
CHE,2015,15.43845672,MH_12,Seychelles,Seychelles,15333.1051727105,92.0911695105244,7.757837937420643
BEN,2000,5.338039824,MH_12,Benin,Benin,487.424141384242,20.0005397796631,0.864
CYP,2004,1.238267166,MH_12,Cyprus,Cyprus,23792.619140625,96.2935333251953,4.77
ISR,2009,2.612983479,MH_12,Israel,Israel,28508.4938886475,95.8039016723633,9.534
ALB,2008,6.930883492,MH_12,Albania,Albania,4498.50486763601,87.8338394165039,13.06
KAZ,2011,46.81261732,MH_12,Kazakhstan,Kazakhstan,11287.1464926039,98.8350532967319,5.39
KAZ,2010,9.641978724,MH_12,Kazakhstan,Kazakhstan,8793.07589980782,98.5237492649908,5.77
COL,2021,7.663308009,MH_12,Colombia,Colombia,6222.62164397614,102.987998962402,13.898
ECU,2012,12.34043898,MH_12,Ecuador,Ecuador,5634.08393191094,98.554801940918,3.235
AFG,2011,7.715561663,MH_12,Afghanistan,Afghanistan,606.694676337726,52.4474296569824,7.83
ERI,2014,10.43673707,MH_12,Algeria,Algeria,6094.69392314956,79.72026252508348,10.207
ARG,2007,3.285237973,MH_12,Argentina,Argentina,7185.25155147027,92.1874084472656,8.47
SAU,2012,1.191468997,MH_12,Guinea-Bissau,Guinea-Bissau,635.461653303881,79.72026252508348,3.135
GHA,2000,1.905993611,MH_12,Afghanistan,Afghanistan,174.930991430166,79.72026252508348,7.897
BRA,2010,2.469341775,MH_12,Brazil,Brazil,11403.2840038694,79.72026252508348,8.42
ERI,2021,10.470381,MH_12,Algeria,Algeria,4160.55926736925,79.72026252508348,13.656
GIN,2016,5.73787606,MH_12,British Virgin Islands,British Virgin Islands,14722.823314233625,98.6420950533463,7.757837937420643
AZE,2021,2.373887571,MH_12,Azerbaijan,Azerbaijan,5408.04535175023,91.4106367606057,6.04
POL,2012,27.87762576,MH_12,French Polynesia,French Polynesia,20846.5457478364,79.72026252508348,12.134
CYP,2005,3.173018137,MH_12,Cyprus,Cyprus,24959.26171875,94.0052337646484,5.481
ISR,2005,10.34175581,MH_12,Israel,Israel,21286.8388636595,96.9749221801758,11.342
ISR,2004,9.83756209,MH_12,Israel,Israel,20568.0694088834,97.1919403076172,13.029
VEN,2003,7.398783147,MH_12,Slovenia,Slovenia,14711.674874253,111.062507629395,6.479
YEM,2010,8.084121733,MH_12,"Yemen, Rep.","Yemen, Rep.",1155.20305261418,39.0662307739258,12.777
ECU,2015,4.112353622,MH_12,Ecuador,Ecuador,5976.1596805651,100.791786193848,3.616
CHE,2005,8.359018941,MH_12,Seychelles,Seychelles,11802.1118276833,78.7421264648438,7.757837937420643
PRI,2018,1.236094757,MH_12,Sao Tome and Principe,Sao Tome and Principe,1825.59971753966,79.72026252508348,8.712
BRA,2012,2.590077451,MH_12,Brazil,Brazil,12521.7238454434,94.3209762573242,7.251
PAN,2015,4.704917809,MH_12,Japan,Japan,34960.6393843385,102.200416564941,3.385
FIN,2012,7.154313786,MH_12,Finland,Finland,47551.6740841369,109.962677001953,7.689
AFG,2015,7.248807973,MH_12,Afghanistan,Afghanistan,565.569730408751,53.1501083374023,9.032
EST,2013,25.5929694,MH_12,Estonia,Estonia,19310.3874900757,110.521713256836,8.631
EST,2014,15.86465868,MH_12,Estonia,Estonia,20581.7898991695,107.685821533203,7.352
ARG,2017,8.836441548,MH_12,Argentina,Argentina,14532.5009308511,110.377799987793,8.347
CHE,2001,22.39091252,MH_12,Seychelles,Seychelles,8153.2986369879,70.1063613891602,7.757837937420643
ISR,2011,5.504132713,MH_12,Israel,Israel,34522.5215979073,96.3081588745117,7.139
MEX,2006,1.361571963,MH_12,Mexico,Mexico,9512.63575346699,82.7013931274414,3.566
ECU,2000,8.568139228,MH_12,Ecuador,Ecuador,1382.23421759909,55.9612693786621,4.8
TON,2017,7.200497403,MH_12,Estonia,Estonia,20851.5223496861,113.249786376953,5.807
BEL,2001,9.472184505,MH_12,Belarus,Belarus,1244.37318523431,79.72026252508348,11.561
BEN,2008,12.18116756,MH_12,Benin,Benin,1060.60254502099,79.72026252508348,0.895
AZE,2013,2.238625161,MH_12,Azerbaijan,Azerbaijan,7875.34536661549,83.1376553563209,4.97
UKR,2016,17.58416104,MH_12,Ukraine,Ukraine,2158.46118164063,88.5457508688536,9.35
MOZ,2016,21.845174,MH_12,Mozambique,Mozambique,441.489734819071,79.72026252508348,3.65
THA,2006,3.895440544,MH_12,Thailand,Thailand,3331.32043511773,71.6298599243164,1.22
ISR,2002,2.712044241,MH_12,Israel,Israel,19076.4584298321,99.26904296875,12.888
EST,2003,6.968473443,MH_12,Estonia,Estonia,7205.40703313243,99.0774383544922,11.288
YEM,2004,8.916691448,MH_12,"Yemen, Rep.","Yemen, Rep.",627.632023395762,41.5881881713867,12.131
SAU,2010,1.569826988,MH_12,Guinea-Bissau,Guinea-Bissau,600.194298540768,79.72026252508348,3.121
KEN,2004,10.32850674,MH_12,Kenya,Kenya,463.662781300121,47.1179389953613,2.844
PRI,2017,9.184484479,MH_12,Sao Tome and Principe,Sao Tome and Principe,1555.79477812888,90.4435729980469,8.808
GUY,2014,14.48225483,MH_12,Guyana,Guyana,5472.68820452237,79.72026252508348,12.637
AGO,2016,12.02824561,MH_12,Trinidad and Tobago,Trinidad and Tobago,17449.1538801956,79.72026252508348,3.207
GIN,2011,12.14382805,MH_12,British Virgin Islands,British Virgin Islands,14722.823314233625,98.2626469085335,7.757837937420643
DOM,2006,5.085091283,MH_12,Dominica,Dominica,6055.78109574854,113.30908203125,7.757837937420643
EGY,2019,1.01645495,MH_12,"Egypt, Arab Rep.","Egypt, Arab Rep.",2962.98892023003,77.9093978841525,7.851
BEN,2010,5.621575436,MH_12,Benin,Benin,973.244254931526,79.72026252508348,1.04
PAK,2002,13.18387509,MH_12,Pakistan,Pakistan,599.937345723927,79.72026252508348,0.615
BOL,2016,8.374637513,MH_12,Bolivia,Bolivia,3035.87347732132,90.6152852803158,3.498
KAZ,2021,15.18754724,MH_12,Kazakhstan,Kazakhstan,9983.60103576902,94.310522086739,5.568
ARG,2011,3.366721832,MH_12,Argentina,Argentina,12704.2831819684,100.884559631348,7.18
AZE,2017,1.86386408,MH_12,Azerbaijan,Azerbaijan,4147.1981423222,89.2625164667822,5.0
ERI,2001,37.87195505,MH_12,Algeria,Algeria,1896.30020878013,68.763298034668,27.3
SYR,2002,1.183099717,MH_12,Syrian Arab Republic,Syrian Arab Republic,1183.2473451033,46.175178527832,10.94
VEN,2005,1.799463025,MH_12,Slovenia,Slovenia,17969.7095907161,98.4314880371094,6.506
EGY,2017,1.562722546,MH_12,"Egypt, Arab Rep.","Egypt, Arab Rep.",2395.10333299491,76.4337653082262,11.767
YEM,2012,4.318700004,MH_12,"Yemen, Rep.","Yemen, Rep.",1245.05068272078,40.9747505187988,13.473
NAM,2002,25.77008775,MH_12,Namibia,Namibia,1772.07565537493,66.1111907958984,21.538
PAK,2006,12.59192734,MH_12,Pakistan,Pakistan,900.873564984808,27.2463207244873,0.582
PRI,2006,0.997166165,MH_12,Sao Tome and Principe,Sao Tome and Principe,861.970707697664,79.72026252508348,16.65
BRA,2009,5.476310833,MH_12,Brazil,Brazil,8678.6584730653,79.72026252508348,9.419
COL,2017,4.489631824,MH_12,Colombia,Colombia,6479.53231292429,99.2193298339844,9.086
SWE,2005,8.17926479,MH_12,Sweden,Sweden,43378.4077394363,101.482162475586,7.81
SAU,2017,1.984189569,MH_12,Guinea-Bissau,Guinea-Bissau,783.123186602022,79.72026252508348,3.089
UKR,2005,6.440705752,MH_12,Ukraine,Ukraine,1875.33508300781,95.1181106567383,7.18
BOL,2018,8.130652756,MH_12,Bolivia,Bolivia,4206.8552936661,88.7218999579042,3.519
COM,2005,12.73675512,MH_12,Comoros,Comoros,1105.78796866788,79.72026252508348,4.527
BRA,2016,9.551826553,MH_12,Brazil,Brazil,8836.28546025694,102.56950378418,11.58
ETH,2009,5.502236001,MH_12,Ethiopia,Ethiopia,368.574712267445,31.649019241333,2.326
SEN,2003,11.83823585,MH_12,Senegal,Senegal,817.888034221442,79.72026252508348,2.781
SUR,2014,12.85572432,MH_12,Suriname,Suriname,9108.18905406764,67.3043899536133,6.94
ALB,2007,8.646916062,MH_12,Albania,Albania,3743.05529896187,86.2188568115234,15.966
AUS,2008,10.98872785,MH_12,Australia,Australia,49811.2067218988,79.72026252508348,4.242
DJI,2010,9.118835061,MH_12,Djibouti,Djibouti,1213.23352553429,79.72026252508348,26.368
PAK,2010,7.586883028,MH_12,Pakistan,Pakistan,987.304571124485,29.2962900661933,0.653
HUN,2016,6.069669447,MH_12,Hungary,Hungary,13215.8605277789,104.046890258789,5.115
KIR,2006,20.12914409,MH_12,Kiribati,Kiribati,1123.19258990684,84.0447463989258,7.757837937420643
POL,2002,4.583483434,MH_12,French Polynesia,French Polynesia,16004.0583292112,79.72026252508348,11.71
THA,2011,8.330590529,MH_12,Thailand,Thailand,5373.6232832898,86.9894790649414,0.66
LAO,2011,3.147907969,MH_12,Lao PDR,Lao PDR,1361.54704394913,46.3030907447649,0.96
THA,2009,8.198623244,MH_12,Thailand,Thailand,4135.43986952819,76.6007080078125,1.49
BOL,2006,9.282647866,MH_12,Bolivia,Bolivia,1202.71150446327,86.5906295776367,2.575
CZE,2017,18.20282041,MH_12,Czechia,Czechia,20913.197632212,102.204696655273,2.893
ARE,2015,2.075518173,MH_12,Euro area,Euro area,34471.1747135027,108.078437805176,10.881412988039
AZE,2012,2.464730116,MH_12,Azerbaijan,Azerbaijan,7495.86527658099,82.762274922741,5.19
SUR,2008,11.87876706,MH_12,Suriname,Suriname,6576.08546307249,70.8968505859375,8.854
COL,2008,1.837526039,MH_12,Colombia,Colombia,5541.83629665898,94.2315521240234,11.273
NOR,2003,10.64368325,MH_12,North America,North America,38395.5205652019,95.3165664672852,6.15326151532504
EGY,2005,1.071816105,MH_12,"Egypt, Arab Rep.","Egypt, Arab Rep.",1105.53920713903,79.72026252508348,11.049
JOR,2019,1.26242816,MH_12,Jordan,Jordan,4170.1144003465,89.5104774843719,16.801
GHA,2001,6.124974575,MH_12,Afghanistan,Afghanistan,138.706821676113,14.0404100418091,7.973
BEL,2011,9.811529887,MH_12,Belarus,Belarus,6527.6593428786,108.98986744867,6.024
LUX,2004,4.12846297,MH_12,Luxembourg,Luxembourg,76544.9170868473,94.1919326782227,5.113
RWA,2012,21.74812195,MH_12,Norway,Norway,102175.919298374,112.176536560059,3.129
EGY,2015,0.528476951,MH_12,"Egypt, Arab Rep.","Egypt, Arab Rep.",3306.98159414141,79.72026252508348,13.052
TUR,2017,5.180853591,MH_12,Turkiye,Turkiye,10756.3877677883,112.977333068848,10.919
GUY,2007,13.9688289,MH_12,Guyana,Guyana,3608.28685240188,85.3779830932617,10.84
AUS,2009,5.033358966,MH_12,Australia,Australia,42954.8494884573,79.72026252508348,5.565
SWE,2009,13.01580666,MH_12,Sweden,Sweden,46707.6425044751,101.434310913086,8.351
ARM,2012,3.105175609,MH_12,Armenia,Armenia,3511.56399687426,79.72026252508348,17.511
KIR,2017,36.73807161,MH_12,Kiribati,Kiribati,1853.05122713319,79.72026252508348,7.757837937420643
NGA,2001,16.58135669,MH_12,Hungary,Hungary,5280.94887987063,98.4254531860352,5.671
EST,2010,26.63612919,MH_12,Estonia,Estonia,14663.7041018705,110.888679504395,16.707
ERI,2009,11.04401729,MH_12,Algeria,Algeria,4235.42990456612,96.3929595947266,10.16
MAR,2005,4.427295676,MH_12,Denmark,Denmark,48925.8076698784,122.080146789551,4.83
ISR,2003,2.243586803,MH_12,Israel,Israel,19643.4690380742,98.2558288574219,13.505
ARM,2008,2.307041066,MH_12,Armenia,Armenia,3777.66859313767,96.5329437255859,17.1
PAN,2014,4.125503846,MH_12,Japan,Japan,38475.3952461838,101.813980102539,3.589
PAK,2008,8.177565678,MH_12,Pakistan,Pakistan,1067.04324565284,29.1768093109131,0.423
KOR,2003,13.63143167,MH_12,"Korea, Dem. People's Rep.","Korea, Dem. People's Rep.",14722.823314233625,79.72026252508348,3.668
DOM,2014,6.527733984,MH_12,Dominica,Dominica,8131.74876096735,93.3871994018555,7.757837937420643
RWA,2014,21.64855813,MH_12,Norway,Norway,97666.6951838749,113.479888916016,3.486
COL,2012,6.42674026,MH_12,Colombia,Colombia,8108.59838244229,97.2326889038086,9.959
DJI,2009,8.156070761,MH_12,Djibouti,Djibouti,1150.9375857489,79.72026252508348,26.325
KAZ,2016,35.97123342,MH_12,Kazakhstan,Kazakhstan,7475.56688689424,97.0463003338151,4.96
ARG,2001,17.42866671,MH_12,Argentina,Argentina,7141.47507662826,97.6240463256836,17.32
DOM,2008,8.434657782,MH_12,Dominica,Dominica,6971.32633839289,110.860000610352,7.757837937420643
VEN,2007,1.659922431,MH_12,Slovenia,Slovenia,23725.1596001515,99.2364883422852,4.818
SLE,2012,13.26458722,MH_12,Isle of Man,Isle of Man,79329.2034347434,79.72026252508348,7.757837937420643
KAZ,2020,17.47849424,MH_12,Kazakhstan,Kazakhstan,8781.50797787648,91.9490206290752,4.89
KAZ,2008,11.07314165,MH_12,Kazakhstan,Kazakhstan,8123.54705891736,79.72026252508348,6.63
QAT,2002,17.40472389,MH_12,Qatar,Qatar,27226.6593510117,87.4843902587891,0.87
QAT,2018,5.828837062,MH_12,Qatar,Qatar,71039.9308240078,102.1549014004,0.11
TUN,2008,2.832805889,MH_12,Tunisia,Tunisia,4255.05008019523,91.0540390014648,12.444
BEN,2003,5.299124723,MH_12,Benin,Benin,676.002878084282,24.9001197814941,0.747
LUX,2001,18.97199769,MH_12,Luxembourg,Luxembourg,48440.1420151355,95.656379699707,1.805
HUN,2012,7.513219027,MH_12,Hungary,Hungary,12950.1594488143,101.234046936035,11.003
SEN,2016,11.97605077,MH_12,Senegal,Senegal,1266.43957151587,79.72026252508348,4.455
ALB,2000,5.073942899,MH_12,Albania,Albania,1160.42047054038,79.72026252508348,19.023
JAM,2010,1.148535472,MH_12,Jamaica,Jamaica,4809.977380312,89.4939454246108,7.63
KEN,2020,4.957419908,MH_12,Kenya,Kenya,1927.66459027849,79.72026252508348,5.613
VEN,2020,13.64843636,MH_12,Slovenia,Slovenia,25392.0651093612,110.359169006348,4.971
ISR,2015,1.864893847,MH_12,Israel,Israel,36213.1041481958,96.3389511108398,5.176
FIN,2006,8.424256366,MH_12,Finland,Finland,41214.0187765069,110.277038574219,8.935
ISL,2007,14.05856388,MH_12,British Virgin Islands,British Virgin Islands,14722.823314233625,107.31844329834,7.757837937420643
AFR,2011,5.476302265,MH_12,Central African Republic,Central African Republic,534.057281471636,15.9189596176147,5.638
GHA,2005,2.274785244,MH_12,Afghanistan,Afghanistan,254.184249149336,20.2735099792481,7.878
FIN,2002,9.0731481,MH_12,Finland,Finland,26989.389260959,129.487838745117,10.423
BEL,2006,9.096847813,MH_12,Belarus,Belarus,3848.22350300163,79.72026252508348,8.066
BRA,2006,8.310179684,MH_12,Brazil,Brazil,5934.14561857454,79.72026252508348,9.692
QAT,2013,8.294720261,MH_12,Qatar,Qatar,103697.062789144,97.3663778760953,0.28
KOR,2016,12.11706503,MH_12,"Korea, Dem. People's Rep.","Korea, Dem. People's Rep.",14722.823314233625,79.72026252508348,3.574
POL,2008,14.49373695,MH_12,French Polynesia,French Polynesia,26592.0262835732,79.72026252508348,11.76
ETH,2021,17.1193722,MH_12,Ethiopia,Ethiopia,893.00983544905,79.72026252508348,3.935
AUS,2004,4.15684229,MH_12,Australia,Australia,30886.0500949401,79.72026252508348,5.399
SEN,2002,19.07861096,MH_12,Senegal,Senegal,669.430447319209,16.9281692504883,2.82
POL,2001,27.47683732,MH_12,French Polynesia,French Polynesia,14640.9360062298,79.72026252508348,11.665
RUS,2020,17.64735028,MH_12,Belarus,Belarus,6542.85579976768,100.575710351095,4.049
SYR,2014,0.737953501,MH_12,Syrian Arab Republic,Syrian Arab Republic,1060.59105886854,79.72026252508348,14.782
CYP,2003,2.680495532,MH_12,Cyprus,Cyprus,20252.24609375,97.5562286376953,4.153
GIN,2004,10.53302239,MH_12,British Virgin Islands,British Virgin Islands,14722.823314233625,97.431510925293,7.757837937420643
ARE,2006,2.525866347,MH_12,Euro area,Euro area,33646.2303491169,106.141639709473,8.42956606287314
ALB,2009,6.798613323,MH_12,Albania,Albania,4213.65007574693,89.3157196044922,13.674
BOL,2015,6.319821776,MH_12,Bolivia,Bolivia,2996.01289811344,90.6139031958796,3.111
POL,2017,2.727264572,MH_12,French Polynesia,French Polynesia,20826.9312492172,79.72026252508348,11.595
PAK,2004,4.157269851,MH_12,Pakistan,Pakistan,771.902247348954,21.7634296417236,0.598
GAB,2016,3.79200359,MH_12,Gabon,Gabon,6677.07003901644,79.72026252508348,20.117
AFR,2010,11.59033706,MH_12,Central African Republic,Central African Republic,476.873786950728,79.72026252508348,5.658
CHE,2008,8.738716048,MH_12,Seychelles,Seychelles,11265.4376270005,72.8721389770508,7.757837937420643
PER,2016,1.423789409,MH_12,Upper middle income,Upper middle income,7413.22237473365,91.8215179443359,6.00830028413522
ETH,2005,6.546364756,MH_12,Ethiopia,Ethiopia,158.243458082465,23.8548793792725,2.497
DOM,2000,5.166508924,MH_12,Dominica,Dominica,4867.39896323759,106.89208984375,7.757837937420643
JAM,2001,2.262463023,MH_12,Jamaica,Jamaica,3503.55026688858,79.911491394043,6.641
QAT,2003,3.384858381,MH_12,Qatar,Qatar,31602.470865136,88.7019805908203,0.87
EST,2020,14.52110264,MH_12,Estonia,Estonia,23933.9939421065,112.527702331543,6.956
GEO,2000,0.945116161,MH_12,Georgia,Georgia,749.908534993961,83.4423599243164,10.82
KEN,2001,4.771340358,MH_12,Kenya,Kenya,410.700452474814,41.6857109069824,2.876
PRI,2020,1.597290616,MH_12,Sao Tome and Principe,Sao Tome and Principe,2167.22001796925,79.72026252508348,9.679
AFG,2006,6.597560507,MH_12,Afghanistan,Afghanistan,274.218553561575,29.523889541626,7.897
GAB,2017,23.42640356,MH_12,Gabon,Gabon,6921.73373135624,79.72026252508348,20.307
GUY,2008,29.48491805,MH_12,Guyana,Guyana,4008.9628671603,86.2414169311523,11.018
NGA,2019,13.5005256,MH_12,Hungary,Hungary,17012.8598553199,102.561637878418,3.411
ERI,2003,21.82709855,MH_12,Algeria,Algeria,2283.77299346126,75.4358673095703,23.72
JAM,2002,2.153441515,MH_12,Jamaica,Jamaica,3680.64551727724,80.4983978271484,6.616
GUY,2017,34.07362836,MH_12,Guyana,Guyana,6178.6650437298,79.72026252508348,13.466
TUR,2003,2.787314102,MH_12,Turkiye,Turkiye,4649.63668068586,91.8227310180664,10.542
TUR,2019,5.462428216,MH_12,Turkiye,Turkiye,9395.23378001368,111.910400390625,13.73
MAR,2012,4.48356939,MH_12,Denmark,Denmark,58443.7747103968,124.577186584473,7.798
SYR,2018,1.188480343,MH_12,Syrian Arab Republic,Syrian Arab Republic,1098.0668642357,79.72026252508348,13.505
AFG,2020,6.943052358,MH_12,Afghanistan,Afghanistan,510.787063366811,79.72026252508348,11.71
BEL,2002,17.22097804,MH_12,Belarus,Belarus,1479.38066337175,79.72026252508348,10.874
GUY,2011,31.59641848,MH_12,Guyana,Guyana,4947.22170589917,101.134757995605,11.811
GAB,2004,12.19094104,MH_12,Gabon,Gabon,5465.79193590708,79.72026252508348,17.108
ARM,2019,2.03932907,MH_12,Armenia,Armenia,4597.22887399548,86.8260633029699,18.304
BEN,2021,19.3041884,MH_12,Benin,Benin,1318.65158075198,44.2737998962402,1.833
AZE,2003,1.446049356,MH_12,Azerbaijan,Azerbaijan,883.692580745256,79.72026252508348,9.17
DJI,2006,8.062820107,MH_12,Djibouti,Djibouti,898.464628136774,79.72026252508348,26.382
VEN,2011,1.662914789,MH_12,Slovenia,Slovenia,24940.6284841605,98.4782180786133,8.166
ECU,2004,3.946696035,MH_12,Ecuador,Ecuador,2586.20914663347,57.409610748291,5.002
ARM,2021,0.67570137,MH_12,Armenia,Armenia,4685.17997128509,91.4853735120921,15.469
KEN,2016,13.77307532,MH_12,Kenya,Kenya,1554.12610314423,74.4698594945796,2.757
RUS,2004,11.77125989,MH_12,Belarus,Belarus,2378.33700470129,79.72026252508348,9.463
NOR,2013,9.913424844,MH_12,North America,North America,53133.8537338421,97.5258026123047,7.34976348971497
SUR,2010,40.85104045,MH_12,Suriname,Suriname,7943.60482816915,71.4902572631836,7.15
NGA,2011,15.18897317,MH_12,Hungary,Hungary,14211.460557822,103.081069946289,11.029
BRA,2013,5.63132846,MH_12,Brazil,Brazil,12458.8903396625,103.917686462402,7.071
MOZ,2002,22.25762567,MH_12,Mozambique,Mozambique,313.886661721198,8.2307596206665,2.902
SLE,2009,10.06442472,MH_12,Isle of Man,Isle of Man,66156.105656847,79.72026252508348,7.757837937420643
FRA,2021,18.01142031,MH_12,France,France,43725.0999521245,104.522842407227,7.871
NAM,2008,22.46580335,MH_12,Namibia,Namibia,4204.78555422749,79.72026252508348,22.005
AGO,2010,22.15337083,MH_12,Trinidad and Tobago,Trinidad and Tobago,16815.424737361,79.72026252508348,4.033
JAM,2019,1.670598719,MH_12,Jamaica,Jamaica,6030.68896415921,85.7618499653089,4.987
AGO,2001,16.32860984,MH_12,Trinidad and Tobago,Trinidad and Tobago,6657.41466937221,79.72026252508348,10.88
DOM,2018,6.4109294,MH_12,Dominica,Dominica,9215.3085405645,79.72026252508348,7.757837937420643
BEL,2009,16.63964955,MH_12,Belarus,Belarus,5352.48809190697,113.701538085938,6.1
GEO,2016,1.50544943,MH_12,Georgia,Georgia,4143.40125686315,107.779901789534,16.604
BOL,2009,6.844769472,MH_12,Bolivia,Bolivia,1731.18172112209,83.7523803710938,2.973
AZE,2020,5.823512934,MH_12,Azerbaijan,Azerbaijan,4229.91064904503,91.365513501165,7.24
SAU,2011,2.081272866,MH_12,Guinea-Bissau,Guinea-Bissau,719.539573498937,79.72026252508348,3.072
FIN,2013,15.0301407,MH_12,Finland,Finland,49691.0145200739,145.653442382812,8.193
KEN,2019,17.55289075,MH_12,Kenya,Kenya,1960.40808854893,79.72026252508348,5.014
AFR,2017,10.90357095,MH_12,Central African Republic,Central African Republic,432.324025684263,15.8074398040772,5.836
LVA,2008,6.635868399,MH_12,El Salvador,El Salvador,2983.24829577976,66.1245803833008,5.88
SYR,2007,0.754342411,MH_12,Syrian Arab Republic,Syrian Arab Republic,1937.61138578027,68.0717620849609,8.42
IND,2019,14.19704723,MH_12,India,India,2041.42863698585,75.8716506958008,6.51
PRI,2001,6.995431658,MH_12,Sao Tome and Principe,Sao Tome and Principe,518.88050130005,79.72026252508348,15.73
FIN,2020,7.110126277,MH_12,Finland,Finland,48828.6846862799,143.122909545898,7.759
ISR,2014,4.921514219,MH_12,Israel,Israel,38343.3046626235,96.3290405273438,5.789
TON,2011,7.586711018,MH_12,Estonia,Estonia,17555.5455239426,112.287406921387,12.328
VEN,2017,8.189858312,MH_12,Slovenia,Slovenia,23303.077705959,114.595596313477,6.564
UKR,2021,4.725545617,MH_12,Ukraine,Ukraine,4775.94580078125,84.6516335033103,9.834
GUY,2009,46.21926281,MH_12,Guyana,Guyana,4209.13230624565,89.8750076293945,11.307
POL,2021,20.17907706,MH_12,French Polynesia,French Polynesia,21426.3854449835,79.72026252508348,12.558
KOR,2001,22.90859535,MH_12,"Korea, Dem. People's Rep.","Korea, Dem. People's Rep.",14722.823314233625,79.72026252508348,3.676
BEL,2017,21.18570161,MH_12,Belarus,Belarus,5785.54491935194,102.480850468241,5.648
PER,2021,0.798629915,MH_12,Upper middle income,Upper middle income,9918.6994774671,94.9367523193359,6.36904271221514
ITA,2002,2.44122723,MH_12,Italy,Italy,22451.3964379368,98.8138809204102,9.211
GIN,2021,5.690876555,MH_12,British Virgin Islands,British Virgin Islands,14722.823314233625,75.2016129032258,7.757837937420643
CZE,2007,3.477835157,MH_12,Czechia,Czechia,18452.6532812196,97.7152786254883,5.316
NIC,2007,2.855954363,MH_12,Dominica,Dominica,6459.03503689609,112.818580627441,7.757837937420643
NAM,2009,11.44172729,MH_12,Namibia,Namibia,4302.91374148376,79.72026252508348,22.271
GHA,2007,2.319228162,MH_12,Afghanistan,Afghanistan,376.223152003876,28.8154907226562,7.841
GAB,2009,13.48780491,MH_12,Gabon,Gabon,7290.57526093114,79.72026252508348,19.76
CHE,2012,6.035068397,MH_12,Seychelles,Seychelles,12337.1554669388,72.6763229370117,7.757837937420643
NGA,2002,16.23574512,MH_12,Hungary,Hungary,6658.04494326809,99.8345108032227,5.608
BOL,2007,7.098759004,MH_12,Bolivia,Bolivia,1354.54905949929,86.0495986938477,2.614
LVA,2016,5.351478043,MH_12,El Salvador,El Salvador,3901.34014965811,68.2966095615156,4.418
LAO,2000,4.095738232,MH_12,Lao PDR,Lao PDR,318.749852236965,33.2670707702637,2.045
LUX,2002,19.14593702,MH_12,Luxembourg,Luxembourg,53005.7339209179,95.4434585571289,2.621
SAU,2001,4.475014303,MH_12,Guinea-Bissau,Guinea-Bissau,327.138431972397,79.72026252508348,2.958
KIR,2014,6.402761671,MH_12,Kiribati,Kiribati,1736.70535682101,79.72026252508348,7.757837937420643
SOM,2003,10.65886738,MH_12,"Somalia, Fed. Rep.","Somalia, Fed. Rep.",286.273025198975,79.72026252508348,18.648
BOL,2020,5.703218259,MH_12,Bolivia,Bolivia,3580.96761778303,88.8672369779995,7.903
FIN,2004,8.664221854,MH_12,Finland,Finland,37768.1334202029,110.782669067383,10.358
